"2016-04-29","Tecnologia","Equipamento analisa vinho sem abrir lacre da garrafa","Aparelho utiliza ressonância magnética nuclear para identificar metais que apontam procedência do vinho","Embrapa, íons metálicos, IQSC, Ressonância Magnética Nuclear, uva, vinho","http://www.usp.br/agen/?p=229197"
"2016-04-29","Ciências","Projeto mapeia resposta imunológica ao zika vírus","Centros de pesquisa buscam entender o que leva algumas pessoas infectadas com o vírus a serem mais resistentes","dengue, FMRP, resposta imunológica, vacina, zika vírus","http://www.usp.br/agen/?p=229175"
"2016-04-28","Saúde","Análise indica sintomas respiratórios em agricultores","Produtores rurais e seus familiares estão sujeitos a alterações respiratórias pela exposição a agrotóxicos","agricultura, agrotóxicos, FSP, São José de Ubá, tomate, trabalhadores rurais","http://www.usp.br/agen/?p=229129"
"2016-04-28","Meio ambiente","Estudo desenvolverá ferramentas para a sustentabilidade","Parceria visa formulação de ferramentas de avaliação e monitoramento de cultura de sustentabilidade","avaliação e monitoramento, campus universitário, EESC, Hidráulica e Saneamento, sustentabilidade, Universidade de Michigan (UMICH)","http://www.usp.br/agen/?p=229166"
"2016-04-27","Ciências","Células de gordura podem inibir a formação óssea","Substância em gordura inibe potencial de células-tronco para se diferenciarem em células ósseas","biomateriais, célula-tronco, FORP, implante, necrose tumoral, odontologia, osso, osteoblasto, tecido adiposo, TNF Alfa","http://www.usp.br/agen/?p=229112"
"2016-04-27","Saúde","Objetos apresentam grande quantidade de bactérias","Equipe identificou mais de 2 mil gêneros de bactérias existentes em superfícies de contato","bactérias, biologia molecular, FMUSP, HC, IMT, infecções, micro-organismos, sequenciamento de nova geração","http://www.usp.br/agen/?p=229120"
"2016-04-26","Saúde","Corte de frios pode levar a contaminação por bactéria","Bactéria Listeria monocytogenes é transferida para fatias de frios quando cortadas por um aparelho contaminado","alimentação, contaminação cruzada, FoRC, frios, Listeria monocytogenes","http://www.usp.br/agen/?p=229089"
"2016-04-26","Ciências","Novo material amplia controle de máquina em radioterapia","Material registra com precisão a quantidade de radiação emitida por máquinas de radioterapia","cério, controle, Depto de Física, FFCLRP, lítio, óxido de magnésio, radiação, radioterapia, Samário, Scientific Reports","http://www.usp.br/agen/?p=229059"
"2016-04-25","Meio ambiente","Novo teste simplifica medição de toxicidade na água","Kit YTOX é alternativa rápida e com custo-benefício bastante acessível para avaliar amostras de água e resíduos","água, enzimas, Esalq, levedura, Microtox, Química Ambiental, toxicidade, YTOX","http://www.usp.br/agen/?p=229062"
"2016-04-25","Sociedade","Grandes cidades atraem profissionais mais qualificados","Grandes cidades concentram atividade econômica e reúnem melhores oportunidades de trabalho qualificado","desigualdades regionais, economia, FEA, migração, nereus, trabalho qualificado","http://www.usp.br/agen/?p=229049"
"2016-04-20","Educação","Projeto leva arte para o ensino fundamental","Uso da música no ensino fundamental despertou o gosto pela literatura nos alunos, que já publicaram 2 livros","Arte e Intervenção Social, criação literária, ensino, Entre versos controversos, FFLCH, literatura, música, poesia, PROFLETRAS","http://www.usp.br/agen/?p=227338"
"2016-04-20","Sociedade","Índice mede força dos parlamentos na América do Sul","Indicador leva em conta autonomia do legislativo para elaborar leis e fiscalizar o poder executivo","américa do sul, fiscalização e controle, leis, NUPPs, orçamento, Poder Executivo, poder legislativo","http://www.usp.br/agen/?p=228904"
